ID,VIN,Prix,Kilometrage
AT_0154,2T3W1RFV4LC045832,23899,53320
AT_0155,JTMW1RFV4KD506912,19728,87495
AT_0156,2T3J1RFV5KW043031,25419,55104
AT_0157,JTMZFREV2HJ720825,16460,99502
AT_0158,JTMWFREV0HJ115754,16999,76289
AT_0159,JTMWFREV2HJ139778,17677,68255
AT_0160,2T3YFREV1EW075979,10999,148101
AT_0161,2T3C1RFV3PW279869,27251,29461
AT_0162,JTMC1RFV8PD103414,30500,24747
AT_0163,2T3MWRFV9NW130224,28995,38091
AT_0164,2T3W1RFV8LW071381,22225,61103
AT_0165,JTMH1RFV9KD011355,21900,52734
AT_0166,2T3ZFREV0FW205773,15500,83310
AT_0167,2T3J1RFV1MW159720,24998,98526
AT_0168,2T3WFREV1DW047279,14995,64499
AT_0169,2T3P1RFV4SW635384,37084,
AT_0170,2T3P1RFV1SW635357,37084,
AT_0171,2T3P1RFV6SW635077,37084,
AT_0172,2T3A1RFV5SW636145,38609,
AT_0173,2T3A1RFV2SW635194,38859,
AT_0174,2T3A1RFV2SC579534,40909,
AT_0175,2T3N1RFV7SW635189,42569,
AT_0176,2T3N1RFV5SW635272,42858,
AT_0177,JTMBD33VX86059944,9495,133898
AT_0178,JTEHD20V340035700,10995,82621
AT_0179,JTMP1RFV3SJ046616,35240,
AT_0180,JTMP1RFV4SJ046673,35414,
AT_0181,JTMP1RFV2SJ046641,35729,
AT_0182,JTMRWRFV5SJ090806,35810,
AT_0183,2T3P1RFV9SW633548,37009,
AT_0184,2T3P1RFVXSW634711,37084,
AT_0185,2T3P1RFV0SW633874,37244,
AT_0186,4T3RWRFV4SU213075,38484,
AT_0187,4T3RWRFV0SU213137,38484,
AT_0188,4T3RWRFV3SU213715,38484,
AT_0189,2T3A1RFV1SW634862,38609,
AT_0190,2T3A1RFV7SW633487,39084,
AT_0191,2T3A1RFV7SW636101,41199,1491
AT_0192,2T3N1RFV6SW634955,42819,
AT_0193,2T3N1RFV0SW634935,42979,
AT_0194,2T3G1RFV3SW613148,33409,
AT_0195,2T3G1RFV3SC579147,33814,
AT_0196,2HGFE1F93RH312198,5499,160409
AT_0197,2HGFA55559H705184,4300,149000
AT_0198,JHMED8450MS018926,4000,114200
AT_0199,2HGFC2F64LH579312,13995,72864
AT_0200,2HGFE1F73PH320541,22999,44287
AT_0201,1HGEM22522L101428,11995,23708
AT_0202,19XFL1H71RE003406,26007,23745
AT_0203,2HGFE1F92NH305401,21595,87397
AT_0204,2HGFC2F80LH587974,21339,35842
AT_0205,2HGFC4B85KH309331,18795,79434
AT_0206,19XFL2H80SE012778,25000,9518
AT_0207,2HGFE2F52SH578966,26999,3828
AT_0208,2HGFE1E56SH470233,31998,10064
AT_0209,2HGFE2F58RH554004,23999,36111
AT_0210,19XFL1H76RE020072,26999,8350
AT_0211,19XFL2H81PE003353,23999,27032
AT_0212,2HGFE2F25PH566176,25998,21819
AT_0213,19XFC1F31LE210210,18288,83068
AT_0214,2HGFC2F77JH546519,16295,70488
AT_0215,2HGFB2F97DH502724,9999,122830
AT_0216,2HGFE2F21SH594291,23998,9731
AT_0217,2HGFE2F55SH549803,25843,13275
AT_0218,2HGFE2F52RH570750,22499,26517
AT_0219,2HGFE2F26RH595463,22998,29094
AT_0220,2HGFE1F78RH311580,23600,27218
AT_0221,2HGFE2F51RH535844,23791,26499
AT_0222,2HGFE2F51RH525783,23998,39200
AT_0223,2HGFE2F52RH562759,23998,17567
AT_0224,19XFL2H85RE032812,24995,11079
AT_0225,2HGFE2F56RH575627,24998,13242
AT_0226,2HGFE2F56PH556766,23998,31443
AT_0227,2HGFE2F28NH536067,20695,39708
AT_0228,2HGFE2F52NH573268,22998,56491
AT_0229,2HGFE2F57NH609181,22998,31958
AT_0230,19XFL2H83NE016960,22998,43580
AT_0231,2HGFE1E51NH473500,28013,16929
AT_0232,19XFC1F36ME204257,19999,33862
AT_0233,2HGFC1E55LH701095,23899,51341
AT_0234,2HGFC4B59JH306436,18991,49581
AT_0235,19XFC1E38HE019361,14775,96303
AT_0236,2HGFC2F70HH502341,15042,101102
AT_0237,19XFB2F50FE058242,5800,246210
AT_0238,2HGFB2F5XDH511480,11995,81857
AT_0239,2HGFG12817H541273,6495,152147
AT_0240,19XFL1H72RE001146,25800,24727
AT_0241,19XFL1H76RE033095,26395,12830
AT_0242,2HGFE1F90RH319321,28990,31483
AT_0243,2HGFE2F57PH527731,24998,22243
AT_0244,19XFL2H89PE013872,24999,36547
AT_0245,19XFC1F30KE215347,17499,71469
AT_0246,2HGFC3A5XJH755149,17365,90489
AT_0247,2HGFE4F84SH316789,27398,19460
AT_0248,2HGFE4F84SH310622,29971,9012
AT_0249,2HGFE2F21RH594334,21988,20536
AT_0250,2HGFE2F56RH571898,24395,13583
AT_0251,2HGFE2F5XRH580085,25981,18158
AT_0252,2HGFE2F5XTH545652,26859,1520
AT_0253,2HGFE2F5XTH545568,27790,1527
AT_0254,2HGFE4F86TH328895,33490,1527
AT_0255,2HGFB2F92DH515364,14999,38367
AT_0256,2HGFE2F56TH544823,26859,1520
AT_0257,2HGFE2F52TH545242,27314,1520
AT_0258,2HGFE2F57TH544880,27314,1520
AT_0259,2HGFE2F50TH545272,27314,1520
AT_0260,2HGFE2F55TH545560,27790,1527
AT_0261,2HGFE2F51TH545572,27790,1527
AT_0262,2HGFE2F57TH545088,28245,1527
AT_0263,2HGFE4F83TH328370,29432,1520
AT_0264,2HGFE4F88TH328493,30945,1527
AT_0265,2HGFE4F80TH328570,31807,1520
AT_0266,19XFA16559E011161,6995,174620
AT_0267,1HGFA165X7L119054,5000,130861
AT_0268,2HGFE2F51TH544129,27314,1520
AT_0269,2HGFE2F59TH544606,27790,1527
AT_0270,2HGFE2F58TH544855,28245,1527
AT_0271,2HGFE4F86TH327956,30945,1499
AT_0272,19XFL4H92TE002016,32932,1520
AT_0273,2HGFE2F57TH544135,28245,1527
AT_0274,2HGFE4F80TH328035,29887,1520
AT_0275,2HGFE2F50TH538323,26859,1520
AT_0276,1HGCV3F28NA029936,23637,61531
AT_0277,1HGCR2F38GA152694,16998,82060
AT_0278,1HGCR3F97GA020245,18693,82723
AT_0279,1HGCY2F77RA006778,22595,91720
AT_0280,1HGCY1F33RA064717,24895,18996
AT_0281,1HGCY1F30RA020481,24895,22444
AT_0282,1HGCY1F23RA045205,24999,5754
AT_0283,1HGCY2F78RA058632,28985,22880
AT_0284,1HGCY2F76RA018887,28999,31144
AT_0285,1HGCV3F28NA040693,24999,33481
AT_0286,1HGCV1F41NA072861,27981,39839
AT_0287,1HGCV1F33LA089312,21999,38989
AT_0288,1HGCV1F39KA026052,16000,120555
AT_0289,1HGCV1F19JA080741,18295,93045
AT_0290,1HGCR2F31HA096437,11990,136767
AT_0291,1HGCR2F32GA212419,18999,32711
AT_0292,1HGCY1F24SA074167,30681,716
AT_0293,1HGCY1F24RA005487,20999,52825
AT_0294,1HGCY1F39RA037196,24499,8561
AT_0295,1HGCY2F7XRA034932,28998,23316
AT_0296,1HGCY2F62RA073053,28998,22509
AT_0297,1HGCY1F23PA046321,23998,28792
AT_0298,1HGCV1F44NA115105,25995,47103
AT_0299,1HGCV1F44MA011339,21999,66382
AT_0300,1HGCV1F32KA015278,22758,27305
AT_0301,1HGCV1F33JA179007,18900,88513
AT_0302,1HGCT1B45HA003459,15991,76946
AT_0303,1HGCR2F12HA238793,18998,51811
AT_0304,1HGCR2F74GA147687,17998,76328
AT_0305,1HGCR2F89EA168251,14890,48106
AT_0306,1HGCP2F31CA146199,13998,31353
AT_0307,1HGCY2F57RA039696,29998,17861
AT_0308,1HGCY2F56PA000398,25999,48731
AT_0309,1HGCY2F8XPA006067,30000,19319
AT_0310,1HGCV1F42NA062923,24845,41931
AT_0311,1HGCV1F40NA043691,25999,26150
AT_0312,1HGCV1F38NA108455,28998,23079
AT_0313,1HGCV1F1XKA044574,14399,113719
AT_0314,1HGCV1F39KA073114,20991,61978
AT_0315,1HGCY1F23PA021029,23500,12482
AT_0316,1HGCY1F31PA059576,24000,49969
AT_0317,1HGCY1F36PA022247,28998,58623
AT_0318,1HGCV1F37JA153185,22990,75696
AT_0319,1HGCR3F98GA015023,19299,73068
AT_0320,1HGCR2F52EA150809,11999,139107
AT_0321,1HGCP2F3XBA108002,7998,126666
AT_0322,1HGCY2F65SA017596,34011,3701
AT_0323,1HGCY1F29RA070917,23101,31185
AT_0324,1HGCY1F34RA090114,28750,14846
AT_0325,1HGCY2F5XPA067327,23888,81139
AT_0326,1HGCY2F6XSA094190,36135,1527
AT_0327,1HGCY2F56SA093755,32042,1520
AT_0328,1HGCY2F69SA093127,34638,1520
AT_0329,1HGCY1F22SA086334,29076,1520
AT_0330,1HGCY2F68SA091904,34812,12
AT_0331,1HGCY2F56SA092329,33450,1527
AT_0332,1HGCY1F46SA083017,31755,12
AT_0333,1HGCR2F50FA091762,13469,111899
AT_0334,1HGCY1F47SA082345,32210,12
AT_0335,1HGCY2F61SA091582,36135,
AT_0336,1HGCR2F86HA116001,15995,123820
AT_0337,1HGCY1F27RA017827,23990,40547
AT_0338,1HGCT1B31FA008405,19990,27183
AT_0339,1HGCY2F67PA008082,28590,42729
AT_0340,1HGCV1F46JA181861,18990,92261
AT_0341,1HGCR2F51HA155004,18990,75879
AT_0342,1HGCR2F80HA094285,19990,71579
AT_0343,1HGCR2F31GA136031,21590,26031
AT_0344,1HGCR2F31FA040401,16590,77790
AT_0345,1HGCR6F54FA004226,17990,91573
AT_0346,1HGCR2F86DA042606,17590,61364
AT_0347,1HGCV3F15MA021802,23990,47462
AT_0348,1HGCV2F53JA034282,21590,70398
AT_0349,1HGCV1F49LA088349,24990,30638
AT_0350,1HGCV1F33LA010365,21990,71237
AT_0351,1HGCV1F34KA057855,21990,67595
AT_0352,1HGCV1F32NA094567,25990,29147
AT_0353,1HGCY2F84RA058474,33990,5546
AT_0354,1HGCV1F38MA118823,25590,27825
AT_0355,1HGCV1F41JA075897,20990,64191
AT_0356,1HGCY2F86RA011950,33590,15953
AT_0357,1HGCV2F52JA028151,22590,60274
AT_0358,1HGCY1F2XRA039269,23590,41043
AT_0359,00000000000000000,10000,15500
AT_0360,1G1FH1R78K0139538,10000,15500
AT_0361,2G1FP32G2X2131336,,71103
AT_0362,2G1FP22G9X2128959,26995,102575
AT_0363,1G1FB1RX2P0143075,21499,55049
AT_0364,1G1FB3DS2P0130902,24495,53404
AT_0365,1G1FF1R79M0107691,38888,43370
AT_0366,2G1FD1E30F9257996,13657,94697
AT_0367,2G1FF1EV2A9157855,10000,79350
AT_0368,2G1FC1E34C9120834,9500,121994
AT_0369,1G1FE1R70P0133569,46900,22288
AT_0370,1G1FA1RS8K0119878,19379,90850
AT_0371,1G1FE1R7XJ0101655,28900,47118
AT_0372,2G1FB3D36C9105008,10999,107751
AT_0373,1G1FH1R71P0110812,46991,47237
AT_0374,1G1FC1RS0L0116128,23199,59576
AT_0375,1G1FB1RS0H0164058,17799,59996
AT_0376,1G1FH1R74H0101975,27991,64720
AT_0377,1G1FB1RS0H0181099,15996,78975
AT_0378,2G1FJ1EW6F9188685,28991,17699
AT_0379,1G1FB3DX2P0139269,21999,47192
AT_0380,1G1FK3D67P0103147,66352,12232
AT_0381,1G1FK1R67P0127865,72591,19943
AT_0382,1G1FB1RS0H0213128,13495,123020
AT_0383,1G1FD1RS7G0145581,12197,158371
AT_0384,2G1FT1EW4E9131880,14997,130209
AT_0385,1G1FE1R75M0109151,46557,11189
AT_0386,1G1FB1RX4L0134226,18751,84050
AT_0387,1G1FH3D72L0116986,27100,68141
AT_0388,1G1FF1R76L0114600,29995,45103
AT_0389,1G1FG1R7XL0141490,36111,64490
AT_0390,2G1FC1E39D9221515,12991,101628
AT_0391,1G1FF1R78K0151727,32691,60125
AT_0392,2G1FA1E31E9231950,9991,124755
AT_0393,1G1FB1RS9K0104206,20677,54621
AT_0394,1G1FB3DS0H0128180,15999,88425
AT_0395,1G1FE1R79H0112317,29599,68289
AT_0396,1G1FG1R73R0110882,50750,21020
AT_0397,1G1FK1R68P0104174,75894,3277
AT_0398,2G1FC1EV6A9217595,6900,139250
AT_0399,1G1FP87F4GL183306,21990,97420
AT_0400,1G1FF1R76M0141118,37999,62704
AT_0401,1G1FB3DX8L0109896,19799,39852
AT_0402,1C4PJXDG4TW183187,48735,29
AT_0403,1C4PJXDN9TW167081,52605,10
AT_0404,1C4PJXEG3TW170977,55930,29
AT_0405,1C4PJXEG1TW170976,56525,29
AT_0406,1C4PJXFG1TW172919,61545,46
AT_0407,1C4PJXFG8TW172920,62140,46
AT_0408,1C4PJXDG9TW172914,52120,46
AT_0409,1C4PJXDG0SW629897,54280,16
AT_0410,1C4PJXDG2SW629898,54750,16
AT_0411,1C4PJXDG7SW629900,55400,16
AT_0412,1C4PJXDGXSW629891,56440,16
AT_0413,1C4PJXDG1SW629892,57445,16
AT_0414,1C4PJXEG3SW541456,58555,15
AT_0415,1C4PJXDN2TW166841,50905,11
AT_0416,1C4PJXDGXTW187003,48140,29
AT_0417,1C4PJXDG1TW187004,48735,29
AT_0418,1C4PJXDG6TW183188,48735,29
AT_0419,1C4PJXDG0TW197863,51810,46
AT_0420,1C4PJXDN8TW195860,53005,46
AT_0421,1C4PJXDG9TW197862,53505,46
AT_0422,1C4PJXDG2TW172916,55520,46
AT_0423,1J4BA6D1XAL140062,1000,85700
AT_0424,1J4BA3H18BL607179,5600,144400
AT_0425,1J4FY29S6RP424994,12884,74849
AT_0426,1J4FY49S3XP423102,13500,75000
AT_0427,1J4FA69S74P702418,,4250
AT_0428,2J4FY19E3KJ146188,11995,99807
AT_0429,1C4GJXAGXLW228492,24900,42716
AT_0430,1C4BJWFG2HL522491,29900,55389
AT_0431,1J4FY19S1WP771025,13500,125000
AT_0432,1J4FA69S46P723746,32000,47000
AT_0433,1J4BA5H10AL144142,13207,130631
AT_0434,1C4RJXP66RW174723,24990,49510
AT_0435,1C4RJXP65RW156715,28300,31863
AT_0436,1C4RJXN65RW191452,34000,22793
AT_0437,1C4JJXR64PW700550,39700,8031
AT_0438,1C4HJWEG9JL923389,18995,97063
AT_0439,1C4PJXEN5RW156277,33972,57790
AT_0440,1C4PJXEN3RW156276,33999,54384
AT_0441,1C4RJXSJ5RW342864,84500,6554
AT_0442,1C4JJXN62PW672351,26899,40249
AT_0443,1C4HJWDG4JL930946,19999,61184
AT_0444,1C4BJWDG5JL894349,21195,71525
AT_0445,1C4RJXN69RW212142,31400,24848
AT_0446,1C4HJXDN0PW614522,25773,52901
AT_0447,1C4HJXDN2NW130235,29472,29500
AT_0448,1C4AJWAG8DL633897,14000,93753
AT_0449,1C4PJXDN6SW615453,36219,2901
AT_0450,1C4PJXDN8SW618385,36319,3391
AT_0451,1C4PJXDN6SW511514,36919,4070
AT_0452,1C4JJXP69PW514408,25700,40258
AT_0453,1C4HJXCG4NW160971,34951,36927
AT_0454,1C4BJWFG2JL847308,28995,55982
AT_0455,1C4AJWAG7DL678541,12995,130125
AT_0456,1C4RJXP63RW153862,30990,25068
AT_0457,1C4JJXP64PW516986,25900,37689
AT_0458,1C4JJXP69PW556321,26990,31807
AT_0459,1C4JJXP69PW519575,27577,42675
AT_0460,1C4JJXP66PW554557,28729,35863
AT_0461,1C4JJXP60PW541447,28999,45879
AT_0462,1C4JJXP67PW581377,29700,12815
AT_0463,1C4JJXP60PW525314,30500,14443
AT_0464,1C4JJXSJ0PW500439,68595,32309
AT_0465,1C4HJXCG0NW167738,36000,48450
AT_0466,1C4BJWDG1JL829126,21887,60214
AT_0467,1C4HJWFG2JL847142,26477,51032
AT_0468,1C4HJXEN6PW693113,26990,49888
AT_0469,1C4JJXP6XPW557946,26990,39639
AT_0470,1C4JJXP6XPW519634,27600,25704
AT_0471,1C4JJXN67PW611299,28990,25254
AT_0472,1C4JJXP66PW505732,31990,44689
AT_0473,1C4JJXR6XPW517217,36989,23016
AT_0474,1C4BJWDGXJL836009,22475,85103
AT_0475,1C4PJXDN7SW607958,35919,5336
AT_0476,1C4PJXDN1SW511517,36519,5909
